"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"FLAGS_SPOUSEIRAROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEITIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSELASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEMIDDLENAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEPENSIONROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEPHONENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESCHEDULECAMOUNT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESTREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSESUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSETAXEXEMPTINTERESTINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSETAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEUNTAXEDPORTIONSOFIRADISTRIBUTIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEUNTAXEDPORTIONSOFPENSIONS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_SPOUSEZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTACTIVEDUTY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTADJUSTEDGROSSINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTANUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCHILDOROTHERDEPENDENTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCITIZENSHIPSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE10","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE11","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE12","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE13","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE14","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE15","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE16","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE17","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE18","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE19","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE20","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE5","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE6","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE7","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE8","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGE9","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOLLEGEGRANTANDSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCONSENTTORETRIEVEANDDISCLOSEFTI","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTCOUNTRY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTDATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTDEDUCTIBLEPAYMENTSTOIRAKEOGHOTHER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTEARNEDINCOMETAXCREDITRECEIVEDDURINGTAXYEAR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTEDUCATIONCREDITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTEITHERPARENTATTENDCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTEMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTEMANCIPATEDMINOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFILED1040OR1040NR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFILEDJOINTRETURNWITHCURRENTSPOUSE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFILEDNONUSTAXRETURN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFILEDSCHEDULEABDEFORH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFIRSTBACHELORSDEGREEBEFORESCHOOLYEAR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTFOREIGNEARNEDINCOMEEXCLUSION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTGRADELEVELINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLCOMPLETIONSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLEQUIVALENTDIPLOMANAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLEQUIVALENTDIPLOMASTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTHIGHSCHOOLSTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTINCOMETAXPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTINFOSTERCARE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTIRAROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTITIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTLASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTLEGALGUARDIANSHIP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTLEGALRESIDENCEDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTMARITALSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTMIDDLENAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTNETWORTHOFBUSINESSESINVESTMENTFARMS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTNETWORTHOFCURRENTINVESTMENTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTNONEOFTHEABOVEFEDERALBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTNONEOFTHEABOVEPERSONALCIRCUMSTANCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTNUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTOTHERCIRCUMSTANCESNONEOFTHEABOVE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTPARENTKILLEDINTHELINEOFDUTY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTPARENTSDECEASED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTPENSIONROLLOVER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTPHONENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTPURSUINGTEACHERCERTIFICATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDEITC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDFEDERALHOUSINGASSISTANCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDFREEREDUCEDPRICELUNCH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDMEDICAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDREFUNDABLECREDITFOR36BHEALTHPLAN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDSNAP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDSUPPLEMENTALSECURITYINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDTANF","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTRECEIVEDWIC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSCHEDULECAMOUNT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSIGNATUREDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSTATEOFLEGALRESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSTREETADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTSUFFIX","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTTAXEXEMPTINTERESTINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTTAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTTOTALOFCASHSAVINGSANDCHECKINGACCOUNTS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNACCOMPANIEDANDHOMELESSFAA","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNACCOMPANIEDANDHOMELESSGENERAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNACCOMPANIEDANDHOMELESSHS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNACCOMPANIEDANDHOMELESSTRIO","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNACCOMPANIEDHOMELESSYOUTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
"FLAGS_STUDENTUNSUBONLY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2024-2025","","false","Insert a description here"
