"Item_Title","Component_Title","Config_Title","Enrollment_Status","Program_Type","Program_Modality","Additional_COA_Components","COA_Component_Cost_Type","COA_Item_Applicability","Cost_Value","Aid_Year"
"Books","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_FULL_TIME","FULL_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","30","2021-2022"
"Resource Fee","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_FULL_TIME","FULL_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","140","2021-2022"
"Room and Board On","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_FULL_TIME","FULL_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2021-2022"
"Tuition","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_FULL_TIME","FULL_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","500","2021-2022"
"Personal Miscellaneous","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","650","2021-2022"
"Room and Board Off","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2021-2022"
"Transportation Costs","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","150","2021-2022"
"Books","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","30","2021-2022"
"Resource Fee","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","140","2021-2022"
"Room and Board On","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2021-2022"
"Tuition","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_HALF_TIME","HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","500","2021-2022"
"Personal Miscellaneous","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","650","2021-2022"
"Room and Board Off","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2021-2022"
"Transportation Costs","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","150","2021-2022"
"Books","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","30","2021-2022"
"Resource Fee","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","140","2021-2022"
"Room and Board On","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2021-2022"
"Tuition","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","500","2021-2022"
"Personal Miscellaneous","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","0","2021-2022"
"Room and Board Off","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","0","2021-2022"
"Transportation Costs","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","0","2021-2022"
"Books","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","0","2021-2022"
"Resource Fee","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","0","2021-2022"
"Room and Board On","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","0","2021-2022"
"Tuition","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","0","2021-2022"
"Personal Miscellaneous","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","650","2021-2022"
"Room and Board Off","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2021-2022"
"Transportation Costs","BUDGET","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","BUDGET","FIXED","150","2021-2022"
"Books","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","30","2021-2022"
"Resource Fee","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","140","2021-2022"
"Room and Board On","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2021-2022"
"Tuition","STANDARD","ONLINE_NON_CREDENTIAL_2021-2022_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","ONLINE","","STANDARD","PER_CREDIT","500","2021-2022"
"Personal Miscellaneous","BUDGET","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_ASSOCIATE_2022-2023_FULL_TIME","FULL_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_ASSOCIATE_2022-2023_HALF_TIME","HALF_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_ASSOCIATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Room and Board Off","BUDGET","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Transportation Costs","BUDGET","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Books","STANDARD","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","STANDARD","FIXED","0","2022-2023"
"Room and Board On","STANDARD","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","STANDARD","FIXED","0","2022-2023"
"Tuition","STANDARD","GROUND_ASSOCIATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_ASSOCIATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_BACHELORS_2022-2023_FULL_TIME","FULL_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_BACHELORS_2022-2023_HALF_TIME","HALF_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_BACHELORS_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","BUDGET","FIXED","0","2022-2023"
"Room and Board Off","BUDGET","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","BUDGET","FIXED","0","2022-2023"
"Transportation Costs","BUDGET","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","BUDGET","FIXED","0","2022-2023"
"Books","STANDARD","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","STANDARD","FIXED","0","2022-2023"
"Room and Board On","STANDARD","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","STANDARD","FIXED","0","2022-2023"
"Tuition","STANDARD","GROUND_BACHELORS_2022-2023_NOT_ATTENDING","NOT_ATTENDING","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","STANDARD","FIXED","100","2022-2023"
"Room and Board On","STANDARD","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_BACHELORS_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","BACHELORS","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","140","2022-2023"
"Room and Board On","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_FULL_TIME","FULL_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","140","2022-2023"
"Room and Board On","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_HALF_TIME","HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","650","2022-2023"
"Room and Board Off","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","coa/CostValue/2022/RoomAndBoardOff.groovy","2022-2023"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","150","2022-2023"
"Books","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","140","2022-2023"
"Room and Board On","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","coa/CostValue/2022/RoomAndBoardOn.groovy","2022-2023"
"Tuition","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Room and Board Off","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","0","2022-2023"
"Books","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Books.groovy","2022-2023"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","0","2022-2023"
"Room and Board On","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","STANDARD","FIXED","0","2022-2023"
"Tuition","STANDARD","GROUND_CERTIFICATE_GRADUATE_2022-2023_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_GRADUATE","GROUND","","STANDARD","PER_COURSE","coa/CostValue/2023/Tuition.groovy","2022-2023"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_GRADUATE_2022-2023_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_GRADUATE","GROUND","","BUDGET","FIXED","650","2022-2023"
